# frozen_commit=03d263d44f0277d883c24b1be0b98e3a48519291
# baseline_count=1014
# path	kind	symbol	provenance	owner	consumers	decision_reference
crates/fabric/src/types/skill_proposal.rs	struct	SkillProposal	baseline	-	-	-
crates/fabric/src/types/space.rs	enum	AccessMode	baseline	-	-	-
crates/fabric/src/types/space.rs	enum	ContextBinding	baseline	-	-	-
crates/fabric/src/types/space.rs	struct	AgoraSpaceId	baseline	-	-	-
crates/fabric/src/types/space.rs	struct	AgoraVersion	baseline	-	-	-
crates/fabric/src/types/space.rs	struct	ArtifactId	baseline	-	-	-
crates/fabric/src/types/space.rs	struct	ContextSpace	baseline	-	-	-
crates/fabric/src/types/space.rs	struct	MemoryViewId	baseline	-	-	-
crates/fabric/src/types/space.rs	struct	ProjectionVersion	baseline	-	-	-
crates/fabric/src/types/space.rs	struct	SessionId	baseline	-	-	-
crates/fabric/src/types/space.rs	struct	SpaceSnapshotId	baseline	-	-	-
crates/fabric/src/types/space.rs	struct	VersionedOverlay	baseline	-	-	-
crates/fabric/src/types/space.rs	struct	WorldProjectionId	baseline	-	-	-
crates/fabric/src/types/time.rs	struct	MonoDeadline	baseline	-	-	-
crates/fabric/src/types/time.rs	struct	MonoTime	baseline	-	-	-
crates/fabric/src/types/time.rs	struct	WallTime	baseline	-	-	-
crates/fabric/src/types/tool.rs	enum	ConcurrencyClass	baseline	-	-	-
crates/fabric/src/types/tool.rs	enum	PermissionLevel	baseline	-	-	-
crates/fabric/src/types/tool.rs	enum	ToolCachePolicy	baseline	-	-	-
crates/fabric/src/types/tool.rs	enum	ToolExecutionDescriptor	baseline	-	-	-
crates/fabric/src/types/tool.rs	enum	ToolExposure	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	AgentToolContext	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	ApprovalOwner	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	FileSnap	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	PatchDelta	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	PatchDeltaApplied	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	PatchDeltaFailed	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	PatchDeltaFileChange	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	PatchDiffArtifactRef	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	PendingApprovalKey	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	ThreadGrantKey	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	ToolApprovalAuthority	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	ToolApprovalDescriptor	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	ToolContext	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	ToolResult	baseline	-	-	-
crates/fabric/src/types/tool.rs	struct	ToolResultMeta	baseline	-	-	-
crates/fabric/src/types/tool.rs	trait	Previewer	baseline	-	-	-
crates/fabric/src/types/tool.rs	trait	Tool	baseline	-	-	-
crates/fabric/src/types/tool_stream.rs	enum	ToolExecutionError	baseline	-	-	-
crates/fabric/src/types/tool_stream.rs	enum	ToolExecutionEvent	baseline	-	-	-
crates/fabric/src/types/tool_stream.rs	enum	ToolNotificationKind	baseline	-	-	-
crates/fabric/src/types/tool_stream.rs	enum	ToolProgress	baseline	-	-	-
crates/fabric/src/types/tool_stream.rs	struct	BoundToolEventReceiver	baseline	-	-	-
crates/fabric/src/types/tool_stream.rs	struct	ToolEventSink	baseline	-	-	-
crates/fabric/src/types/tool_stream.rs	struct	ToolNotification	baseline	-	-	-
crates/fabric/src/types/turn.rs	enum	TurnEvent	baseline	-	-	-
crates/fabric/src/types/turn.rs	enum	TurnStop	baseline	-	-	-
crates/fabric/src/types/turn.rs	enum	TurnTerminalStatus	baseline	-	-	-
crates/fabric/src/types/turn.rs	struct	TurnMetrics	baseline	-	-	-
crates/fabric/src/types/turn.rs	struct	TurnRequest	baseline	-	-	-
crates/fabric/src/types/turn.rs	struct	TurnResult	baseline	-	-	-
crates/fabric/src/types/vision.rs	struct	Bounds	baseline	-	-	-
crates/fabric/src/types/vision.rs	struct	Image	baseline	-	-	-
crates/fabric/src/types/workspace.rs	enum	BroadcastAckStatus	baseline	-	-	-
crates/fabric/src/types/workspace.rs	enum	VisibilityScope	baseline	-	-	-
crates/fabric/src/types/workspace.rs	enum	WorkspaceAttribution	baseline	-	-	-
crates/fabric/src/types/workspace.rs	enum	WorkspaceContent	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	ActionProposalFrame	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	BroadcastAck	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	BroadcastDelivery	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	BroadcastEpoch	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	CandidateScore	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	CareConcernFrame	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	ContentId	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	GoalFrame	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	GovernedActionOutcomeFrame	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	PredictionErrorFrame	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	PredictionFrame	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	RecalledExperienceFrame	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	SalienceVector	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	SelectionExplanation	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	SelectionResult	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	ToolOutcomeFrame	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	WorkspaceBroadcast	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	WorkspaceCandidate	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	WorkspaceObservation	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	WorkspaceProvenance	baseline	-	-	-
crates/fabric/src/types/workspace.rs	struct	WorkspaceReflection	baseline	-	-	-
crates/fabric/src/types/workspace_checkpoint.rs	enum	CheckpointFinalizeState	baseline	-	-	-
crates/fabric/src/types/workspace_checkpoint.rs	enum	RestoreOutcome	baseline	-	-	-
crates/fabric/src/types/workspace_checkpoint.rs	struct	CheckpointFileEntry	baseline	-	-	-
crates/fabric/src/types/workspace_checkpoint.rs	struct	CheckpointId	baseline	-	-	-
crates/fabric/src/types/workspace_checkpoint.rs	struct	FsDomainRef	baseline	-	-	-
crates/fabric/src/types/workspace_checkpoint.rs	struct	TurnCheckpoint	baseline	-	-	-
crates/fabric/src/types/workspace_identity.rs	struct	WorkspaceIdentity	baseline	-	-	-
crates/fabric/src/types/workspace_trust.rs	enum	ClientMode	baseline	-	-	-
crates/fabric/src/types/workspace_trust.rs	enum	ExecutableConfigSource	baseline	-	-	-
crates/fabric/src/types/workspace_trust.rs	enum	WorkspaceTrustDecision	baseline	-	-	-
crates/fabric/src/types/workspace_trust.rs	struct	DiscoveredConfigDigest	baseline	-	-	-
crates/fabric/src/types/workspace_trust.rs	struct	TrustEvaluationInput	baseline	-	-	-
crates/fabric/src/types/workspace_trust.rs	struct	TrustReceipt	baseline	-	-	-
crates/fabric/src/types/world_state.rs	struct	WorldSnapshot	baseline	-	-	-
crates/fabric/src/types/world_state.rs	trait	WorldStatePort	baseline	-	-	-
